CLT_ID,NAME,Group ID,STATUS,SALES,COLL,LIST_AMT,PAID_AMT,AMOUNT,AGE,SM ,MED,LG,CC,FEE_AMT,AMOUNT_EARNED_US,AMOUNT_EARNED_CLT,TOTAL_AMOUNT_EARNED,ATTORNEY_FEES,COURT_COSTS,ES1,ES2,ES3,ESF
700,,,,,,,,,,,,,,13674.67,25646.22,22644.12,48290.34,,,,,,
700,,,,,,,,,,,,,,,,,,9882.84,2468.21,,,,
706,"The Meridian Anesthesiology Group, PA",,A,5,K32,166653.11,35960.68,15106.21,247,240,,329,,,,,,,,,,,
706,,,,,,,,,,,,,,3887.22,6963.69,4778.5,11742.19,,,,,,
706,,,,,,,,,,,,,,,,,,2362.59,1289.09,,,,
707,Internal Medicine & Pediatric Clinic,,A,1,K35,3566.6,1217,441.55,314,0,,15,,,,,,,,,,,
707,,,,,,,,,,,,,,0,84.7,157.3,242,,,,,,
707,,,,,,,,,,,,,,,,,,23.36,114,,,,
732,Acute Care & Family Clinic of Pontotoc,,A,5,K33,2585.59,1368.13,543.67,220,4,,17,,,,,,,,,,,
732,,,,,,,,,,,,,,60.47,167.25,133.29,300.54,,,,,,
732,,,,,,,,,,,,,,,,,,60.47,,,,,
745,Family Medicine Clinic - Dr. James Ervin,,I,5,K33,0,201.85,66.61,0,0,,0,,,,,,,,,,,
746,Magnolia Endoscopy Center,,C,5,K29,0,122.49,78.65,0,0,,0,,,,,,,,,,,
746,,,,,,,,,,,,,,5.63,5.63,15.7,21.33,,,,,,
747,"Magnolia Regional Medical, CRNA",,A,500,K27,88885.28,6202.57,1965.22,264,217,,178,,,,,,,,,,,
747,,,,,,,,,,,,,,5.41,86.13,159.34,245.47,,,,,,
747,,,,,,,,,,,,,,,,,,3.61,,,,,
752,The Imaging Center at Gloster Creek,,A,500,K33,0,19799.97,9302.8,0,0,,0,,,,,,,,,,,
752,,,,,,,,,,,,,,191.79,1290.15,1740.36,3030.51,,,,,,
752,,,,,,,,,,,,,,,,,,57.02,134.77,,,,
753,"S. R. Alapati, M.D.",,C,1,K27,0,83.88,22.62,0,0,,0,,,,,,,,,,,
753,,,,,,,,,,,,,,0,22.62,61.26,83.88,,,,,,
755,Premier Radiology,,C,1,K28,0,543.54,152.19,0,0,,0,,,,,,,,,,,
758,J P B Pathology,,A,5,K30,83733.45,27995,10349.3,854,294,,287,,,,,,,,,,,
758,,,,,,,,,,,,,,661.41,1235.96,734.85,1970.81,,,,,,
758,,,,,,,,,,,,,,,,,,491.6,88,,,,
775,Magnolia Regional Med. Ctr. Medicare,,I,5,K25,0,117.19,29.27,0,0,,0,,,,,,,,,,,
775,,,,,,,,,,,,,,0,26.75,80.35,107.1,,,,,,
778,"Arkansas Cardiology, I",,C,5,D22,0,8732.83,2793.71,0,0,,0,,,,,,,,,,,
778,,,,,,,,,,,,,,291.54,726.05,778.95,1505,,,,,,
778,,,,,,,,,,,,,,,,,,144.73,146.81,,,,
779,"Arkansas Cardiology, II",,C,5,D22,0,270.74,81.57,0,0,,0,,,,,,,,,,,
780,Tennessee Valley Pediatric Sedation,,C,5,K15,0,143,28.25,0,0,,0,,,,,,,,,,,
791,Pain Management Center of N MS PLLC,,A,5,K35,101640.21,22463.13,9148.75,188,1614,,304,,,,,,,,,,,
791,,,,,,,,,,,,,,0,430.85,608.11,1038.96,,,,,,
793,Premier Medical / St. Vincent's East ER,,I,5,K45,0,30496.72,15867.92,0,0,,0,,,,,,,,,,,
793,,,,,,,,,,,,,,1335.26,4256.12,2920.79,7176.91,,,,,,
793,,,,,,,,,,,,,,,,,,538.1,306.94,,,,
794,"Premier Medical / Urgent Care, P.C.",,I,5,K45,0,727.91,367.78,0,0,,0,,,,,,,,,,,
795,Dr. James W. Major,,C,5,K31,0,73.98,46.7,0,0,,0,,,,,,,,,,,
795,,,,,,,,,,,,,,24.39,46.7,27.28,73.98,,,,,,
795,,,,,,,,,,,,,,,,,,16.27,,,,,
800,"Tishomingo Health Services, Inc.",,A,5,K35,62849.97,3483.8,1658.46,465,130,,208,,,,,,,,,,,
800,,,,,,,,,,,,,,489.39,999.91,765.77,1765.68,,,,,,
800,,,,,,,,,,,,,,,,,,425.39,64,,,,
803,"Meridian CRNA, LLC",,A,5,K32,14153.69,4105.6,1462.72,260,58,,46,,,,,,,,,,,
803,,,,,,,,,,,,,,0,248.88,394.97,643.85,,,,,,
805,Sutherland Cardiology,,I,11,K00,0,900.56,407.17,0,0,,0,,,,,,,,,,,
805,,,,,,,,,,,,,,29.7,113.88,229.43,343.31,,,,,,
805,,,,,,,,,,,,,,,,,,29.7,,,,,
807,Metabolic Disorders,,A,5,K30,30536.84,17949.6,5622.19,256,76,,123,,,,,,,,,,,
807,,,,,,,,,,,,,,4,551.38,1167.58,1718.96,,,,,,
808,Jackson Ear Clinic,,I,5,K33,0,93,36.05,0,0,,0,,,,,,,,,,,
810,Creekmore Clinic,,I,5,K30,0,43.13,12.94,0,0,,0,,,,,,,,,,,
810,,,,,,,,,,,,,,0,12.94,30.19,43.13,,,,,,
814,Denis A. Yalkut M.D.,,C,5,K31,0,276.26,174.43,0,0,,0,,,,,,,,,,,
814,,,,,,,,,,,,,,91.11,174.43,101.83,276.26,,,,,,
814,,,,,,,,,,,,,,,,,,91.11,,,,,
816,North East Orthopaedics,,C,5,K33,0,848.88,281.11,0,0,,0,,,,,,,,,,,
816,,,,,,,,,,,,,,0,102.25,204.63,306.88,,,,,,
818,"Anesthesia Consultants, P.A.",,C,5,S28,0,164.2,53.06,0,0,,0,,,,,,,,,,,
819,"Anesthesia Consultants, P.A.",,C,5,S28,0,167.16,53.66,0,0,,0,,,,,,,,,,,
821,"Anesthesia Consultants, P.A.",,C,5,S28,0,125.4,31.35,0,0,,0,,,,,,,,,,,
822,"Anesthesia Consultants, P.A.",,C,500,S28,0,279.53,77.88,0,0,,0,,,,,,,,,,,
824,"Anesthesia Consultants, P.A.",,C,5,S28,0,133.4,39.35,0,0,,0,,,,,,,,,,,
826,"Anesthesia Consultants, P.A.",,C,5,S28,0,431.78,118.93,0,0,,0,,,,,,,,,,,
827,"Anesthesia Consultants, P.A.",,C,5,S28,0,13.84,3.04,0,0,,0,,,,,,,,,,,
827,,,,,,,,,,,,,,0,3.04,10.8,13.84,,,,,,
831,"Anesthesia Consultants, P.A.",,C,5,S28,0,25,6.25,0,0,,0,,,,,,,,,,,
832,"Crossroads Rehabilitation Services, Inc.",,A,5,K33,21516.23,7916,2732.8,345,0,,71,,,,,,,,,,,
832,,,,,,,,,,,,,,40.98,239.31,372.44,611.75,,,,,,
832,,,,,,,,,,,,,,,,,,20.49,,,,,
837,"Anesthesia Consultants, P.A.",,C,5,S28,0,260,68,0,0,,0,,,,,,,,,,,
838,"Anesthesia Consultants, P.A.",,C,5,S28,0,285.99,91.05,0,0,,0,,,,,,,,,,,
842,"Oxford Endocrinology Consultants, P.C.",,A,500,K35,2285.33,327.25,114.53,208,6,,16,,,,,,,,,,,
847,The Bone and Joint Clinic,,I,11,K25,0,1251.69,324.92,0,0,,0,,,,,,,,,,,
847,,,,,,,,,,,,,,0,66.55,199.69,266.24,,,,,,
854,Crossroads Rehabilitation Services(Medic,,A,5,K33,1847.34,257.62,95.74,501,0,,8,,,,,,,,,,,
858,Rehab at Work,,C,5,K30,0,875.25,572.51,0,0,,0,,,,,,,,,,,
858,,,,,,,,,,,,,,0,21.05,49.2,70.25,,,,,,
859,Hickory Hollow Foot and Ankle Center,,A,500,K00,2049.54,1220.37,347.96,284,11,,8,,,,,,,,,,,
859,,,,,,,,,,,,,,7.78,7.78,23.54,31.32,,,,,,
863,Surgery Clinic of Tupelo - 12,,C,5,K25,0,75,18.75,0,0,,0,,,,,,,,,,,
864,Surgery Clinic of Tupelo - 13,,C,5,K25,0,300,75,0,0,,0,,,,,,,,,,,
864,,,,,,,,,,,,,,0,75,225,300,,,,,,
870,Surgery Clinic of Tupelo - 4/Hamilton,,A,5,K30,0,1190,466,0,0,,0,,,,,,,,,,,
870,,,,,,,,,,,,,,0,436,654,1090,,,,,,
871,Surgery Clinic of Tupelo - 5/Williamson,,A,5,K30,955.8,2160.18,887.09,603,0,,1,,,,,,,,,,,
871,,,,,,,,,,,,,,0,49.8,116.2,166,,,,,,
872,Surgery Clinic of Tupelo - 10/Pigott,,A,5,K30,48279.27,8665.06,3392.26,183,19,,90,,,,,,,,,,,
872,,,,,,,,,,,,,,80.96,440.71,694.15,1134.86,,,,,,
872,,,,,,,,,,,,,,,,,,22.96,50,,,,
873,Surgery Clinic of Tupelo - 12/Pinson,,A,5,K30,15537.91,9278.93,4292.3,171,5,,34,,,,,,,,,,,
873,,,,,,,,,,,,,,633.99,1567.64,1211.2,2778.84,,,,,,
873,,,,,,,,,,,,,,,,,,378,75.66,,,,
875,Surgery Clinic of Tupelo - 15/McAuley,,A,5,K30,37427.42,8018.07,2956.32,172,24,,72,,,,,,,,,,,
875,,,,,,,,,,,,,,421,836.84,508.26,1345.1,,,,,,
875,,,,,,,,,,,,,,,,,,228.2,88,,,,
876,Surgery Clinic of Tupelo - 18/Sanders,,A,5,K30,55944.12,21502.5,8645.99,191,20,,95,,,,,,,,,,,
876,,,,,,,,,,,,,,825.62,2525.62,2462.57,4988.19,,,,,,
876,,,,,,,,,,,,,,,,,,488.62,329,,,,
878,Tupelo Plastic Surgery Clinic,,A,5,K30,11851.28,1795.46,703.95,209,4,,16,,,,,,,,,,,
878,,,,,,,,,,,,,,0,22.5,27.5,50,,,,,,
879,Angela Campbell Orsborn,,I,5,K33,0,11.9,3.93,0,0,,0,,,,,,,,,,,
879,,,,,,,,,,,,,,0,3.93,7.97,11.9,,,,,,
881,Tupelo Ear Nose & Throat,,A,1,K30,148858.02,100736.2,36867.97,224,438,,405,,,,,,,,,,,
881,,,,,,,,,,,,,,2034.97,5682.88,5875.21,11558.09,,,,,,
881,,,,,,,,,,,,,,,,,,1647.05,350,,,,
882,"David J. Halvorson, M.D.",,A,5,K35,19712.79,6982.92,2635.97,310,35,,57,,,,,,,,,,,
882,,,,,,,,,,,,,,98.94,463.76,446.56,910.32,,,,,,
882,,,,,,,,,,,,,,,,,,,98.94,,,,
885,Greenville Sports Medicine,,I,5,K33,0,133,43.89,0,0,,0,,,,,,,,,,,
890,North Mississippi Pain Management,,A,5,TAG,20742.53,9902.15,3746.4,230,62,,49,,,,,,,,,,,
890,,,,,,,,,,,,,,298.24,633.09,535.89,1168.98,,,,,,
890,,,,,,,,,,,,,,,,,,184.11,65.5,,,,
893,"Gastroenterology Associates, N.A.",,A,5,K29,187486.58,49460.92,14955.68,229,1134,,580,,,,,,,,,,,
893,,,,,,,,,,,,,,0,642.78,1167.32,1810.1,,,,,,
894,Helton Family Dental,,A,5,K33,0,139.4,51.36,0,0,,0,,,,,,,,,,,
895,Tennessee Valley Pain Consultants,,A,5,K29,450869.43,97819.83,33049.82,155,1520,,1453,,,,,,,,,,,
895,,,,,,,,,,,,,,3642.84,8522.42,7838.83,16361.25,,,,,,
895,,,,,,,,,,,,,,,,,,1676.05,2119.11,,,,
896,Center for Colon & Digestive Diseases,,A,5,K29,119130.94,41976.91,13812.95,152,405,,332,,,,,,,,,,,
896,,,,,,,,,,,,,,1106.19,2532.69,2407.48,4940.17,,,,,,
896,,,,,,,,,,,,,,,,,,611.96,494.23,,,,
897,The Bone and Joint Surgery Center,,C,11,K33,0,635.49,215.07,0,0,,0,,,,,,,,,,,
897,,,,,,,,,,,,,,0,19.39,39.37,58.76,,,,,,
899,"Nephrology Associates, P.C.",,A,500,S38,228387.38,9555.49,3201.01,393,88,,444,,,,,,,,,,,
899,,,,,,,,,,,,,,0,24.37,49.47,73.84,,,,,,
901,General Surgery Associates /MD Solutions,,A,5,K29,129505.31,24626.25,8247.01,171,80,,190,,,,,,,,,,,
901,,,,,,,,,,,,,,765.17,1766.9,1522.81,3289.71,,,,,,
901,,,,,,,,,,,,,,,,,,409.36,148.56,,,,
902,Huntsville Endoscopy Center,,A,5,K29,51700.84,24153.49,8207.85,167,32,,126,,,,,,,,,,,
902,,,,,,,,,,,,,,870.19,2165.96,1995.57,4161.53,,,,,,
902,,,,,,,,,,,,,,,,,,643.68,226.51,,,,
903,Physician Professional Fee /MD Solutions,,A,5,K40,241509.86,19917.89,8431.36,201,879,,256,,,,,,,,,,,
903,,,,,,,,,,,,,,397.65,739.59,512.91,1252.5,,,,,,
903,,,,,,,,,,,,,,,,,,67.65,,,,,
904,University Anesthesia Associates,,I,11,K20,0,1006,223.6,0,0,,0,,,,,,,,,,,
906,Monroe County Mississippi Justice Court,,A,5,K00,34315.56,44675.86,8989.31,390,10,,102,,,,,,,,,,,
906,,,,,,,,,,,,,,514.32,514.32,2043.08,2557.4,,,,,,
913,"MS Ear, Nose, Throat Surgical Asso.",,A,5,K30,38102.2,15954.18,6202.72,224,25,,125,,,,,,,,,,,
913,,,,,,,,,,,,,,1142.68,2568.7,2191.96,4760.66,,,,,,
913,,,,,,,,,,,,,,,,,,897.42,245.26,,,,
914,Women's Medical Assoc. of Nashville,,A,11,S01,544,6012.79,2283.35,206,0,,3,,,,,,,,,,,
914,,,,,,,,,,,,,,509.73,983.61,682.57,1666.18,,,,,,
914,,,,,,,,,,,,,,,,,,133.98,111.75,,,,
915,Tupelo Orthopedic Clinic,,A,5,K25,89793.11,12235.07,4306.3,304,34,,128,,,,,,,,,,,
915,,,,,,,,,,,,,,362.36,1185.59,1376.23,2561.82,,,,,,
915,,,,,,,,,,,,,,,,,,177.41,134.95,,,,
917,"The Surgical Clinic, PLLC",,A,500,S01,184226.91,22193.19,9844.08,822,0,,166,,,,,,,,,,,
917,,,,,,,,,,,,,,3021.76,6696.18,5615.72,12311.9,,,,,,
917,,,,,,,,,,,,,,,,,,2740.26,100,,,,
919,Mid-Tennessee Bone & Joint Clinic,,A,11,D29,256092.92,60627.39,20738.5,420,1165,,832,,,,,,,,,,,
919,,,,,,,,,,,,,,1730.61,5979.18,6894.68,12873.86,,,,,,
919,,,,,,,,,,,,,,,,,,741.91,855.5,,,,
920,Tennessee Sports Medicine & Orthopedics,,A,11,R29,0,939,305.92,0,0,,0,,,,,,,,,,,
921,Arkansas Specialty Orthopaedics,,I,5,D22,0,35.4,9.92,0,0,,0,,,,,,,,,,,
921,,,,,,,,,,,,,,0,3.2,8.2,11.4,,,,,,
922,Arkansas Specialty Orthopaedics II,,I,5,D22,0,8246.88,2996.49,0,0,,0,,,,,,,,,,,
922,,,,,,,,,,,,,,379.52,2982.97,5215.63,8198.6,,,,,,
922,,,,,,,,,,,,,,,,,,256.15,14.26,,,,
923,Olive Branch Family Medical Center,,A,5,K30,12788.81,8186.15,2636.43,188,31,,66,,,,,,,,,,,
923,,,,,,,,,,,,,,0,97.5,152.5,250,,,,,,
924,The Tennessee Credit Union,,C,11,K30,0,1215.69,1143.41,0,0,,0,,,,,,,,,,,
924,,,,,,,,,,,,,,1095.22,1143.41,72.28,1215.69,,,,,,
924,,,,,,,,,,,,,,,,,,1095.22,,,,,
929,Hamilton Specialty Clinic - Dr. Seay,,I,5,K25,0,62.56,15.62,0,0,,0,,,,,,,,,,,
929,,,,,,,,,,,,,,0,15.62,46.94,62.56,,,,,,
932,Surgical Alliance of Middle TN,,I,11,K33,0,29.51,12.42,0,0,,0,,,,,,,,,,,
934,"Norwood Clinic, Inc.",,A,500,K32,0,9588.16,3309.86,0,0,,0,,,,,,,,,,,
934,,,,,,,,,,,,,,0,225.6,479.4,705,,,,,,
935,Gallatin Women's Center,,I,11,K33,0,140.07,46.22,0,0,,0,,,,,,,,,,,
935,,,,,,,,,,,,,,0,46.22,93.85,140.07,,,,,,
936,"Baxter Clinic of Hernando, PLLC",,I,5,K33,0,67.45,27.62,0,0,,0,,,,,,,,,,,
939,Arkansas Specialty Orthopaedic Center II,,I,5,D22,0,2417.13,872.53,0,0,,0,,,,,,,,,,,
939,,,,,,,,,,,,,,0,704.53,1112.6,1817.13,,,,,,
941,Dr. Chad Price Orthopedic Surgery/PPMG,,C,11,K33,0,110.71,39.21,0,0,,0,,,,,,,,,,,
942,OBGYN Associates of Cookeville,,A,11,K33,4123.54,1454.82,383.22,234,12,,9,,,,,,,,,,,
943,OBGYN Associates of Cookeville,,I,11,K33,0,106.42,32.42,0,0,,0,,,,,,,,,,,
944,Dr. Bert Geer,,I,11,K33,0,1489.27,415.68,0,0,,0,,,,,,,,,,,
944,,,,,,,,,,,,,,378.52,415.68,1073.59,1489.27,,,,,,
945,OBGYN Associates of Cookeville,,A,11,K33,2433,1399.68,361.51,232,11,,8,,,,,,,,,,,
947,Anesthesia Solutions of Mobile,,A,5,D20,2500.7,10024.57,3110.21,1165,0,,4,,,,,,,,,,,
947,,,,,,,,,,,,,,17.59,752.83,966.15,1718.98,,,,,,
947,,,,,,,,,,,,,,,,,,,17.59,,,,
949,Dr. James Edmonson,,A,5,K32,35147.51,3894.79,1847.42,187,22,,52,,,,,,,,,,,
949,,,,,,,,,,,,,,328.33,638.41,474.56,1112.97,,,,,,
949,,,,,,,,,,,,,,,,,,28.33,300,,,,
950,"Delta Capital Resources, LLC",,I,5,K40,0,10.04,4.02,0,0,,0,,,,,,,,,,,
950,,,,,,,,,,,,,,0,4.02,6.02,10.04,,,,,,
954,OBGYN Associates of Cookeville,,A,11,K33,2902.88,4956.01,1295.9,250,29,,13,,,,,,,,,,,
956,OCH - Parsons' Family Medical Clinic,,A,5,K31,0,4716.79,1614.01,0,0,,0,,,,,,,,,,,
956,,,,,,,,,,,,,,0,26.6,59.2,85.8,,,,,,
957,OCH Professional Services,,A,5,K31,273616.59,8027.36,2654.08,651,192,,498,,,,,,,,,,,
957,,,,,,,,,,,,,,0,11.03,24.57,35.6,,,,,,
958,OCH Center for Breast Health,,A,5,K31,0,6058.64,2587.99,0,0,,0,,,,,,,,,,,
958,,,,,,,,,,,,,,295.02,534.62,359.46,894.08,,,,,,
958,,,,,,,,,,,,,,,,,,245.22,,,,,
959,OCH General Surgery Associates,,A,5,K31,28244.39,2912.97,927.85,498,34,,71,,,,,,,,,,,
960,U. S. Community Credit Union,,A,11,K30,33796.13,6583.49,2217.75,103,9,,89,,,,,,,,,,,
960,,,,,,,,,,,,,,224.38,569.02,630.77,1199.79,,,,,,
960,,,,,,,,,,,,,,,,,,16.86,207.52,,,,
962,"Partridge Propane, Inc.",,I,5,K33,0,1102.92,621.16,0,0,,0,,,,,,,,,,,
962,,,,,,,,,,,,,,300,621.16,481.76,1102.92,,,,,,
962,,,,,,,,,,,,,,,,,,250,50,,,,
964,Comprehensive Pain Management,,A,5,K35,132277.75,25436.15,10245.86,205,431,,366,,,,,,,,,,,
964,,,,,,,,,,,,,,566.03,1500.34,1431.46,2931.8,,,,,,
964,,,,,,,,,,,,,,,,,,94.53,25,,,,
965,The Jackson Clinic,,I,11,K25,0,29681.62,7268.77,0,0,,0,,,,,,,,,,,
965,,,,,,,,,,,,,,926.17,2511.32,4986.53,7497.85,,,,,,
965,,,,,,,,,,,,,,,,,,413.29,50,,,,
971,Anesthesia Group East,,A,5,S02,332395.99,38926.59,14415.61,234,876,,623,,,,,,,,,,,
